Time,Set Temperature,Ventilation Temperature,Supply Air Temperature,Supply Fan,Valve Position,Heating Supply Temperature 1,Heating Supply Temperature 2,Total Heating Pump,Heating Pump 1,Heating Pump 2,Backup Heating Pump,Labeling,
2024-01-14 15,18,12.78,21.68,0,10,19.91,19.97,1,0,0,1,Fan fault,
2024-01-14 16,18,12.83,21.35,0,10,19.9,19.87,1,0,0,1,Fan fault,
2024-01-14 17,18,12.9,20.59,0,10,19.73,19.78,1,0,0,1,Fan fault,
2024-01-14 18,18,13.03,20.08,0,10,19.76,19.69,1,0,0,1,Fan fault,
2024-01-14 19,18,13.11,19.61,0,10,19.72,19.61,1,0,0,1,Fan fault,
2024-01-15 12,18,14.96,19.53,0.6,42.32,40.72,43.86,1,0,0,1,Sensor fault,
2024-01-15 14,18,21.73,28.96,0.75,10,44.97,42.83,2,0,1,1,Sensor fault,
2024-01-15 18,18,14.93,25.27,0,10,41.08,42.32,1,0,0,1,Fan fault,
2024-01-16 07,18,13.26,18.77,0.5,35,38.77,32.92,1,0,0,1,Sensor fault,
2024-01-16 11,18,14.59,26.78,0,10,41.24,38.4,1,0,0,1,Fan fault,
2024-01-16 12,18,14.36,25.65,0,10,41.17,38.94,1,0,0,1,Fan fault,
2024-01-16 13,18,14.28,25.5,0,10,41.05,39.76,1,0,0,1,Fan fault,
2024-01-16 14,18,14.08,25.45,0,10,41.08,39.68,1,0,0,1,Fan fault,
2024-01-16 15,18,13.93,26.14,0,10,40.99,39.58,1,0,0,1,Fan fault,
2024-01-16 16,18,13.96,26.15,0,10,41.09,39.54,1,0,0,1,Fan fault,
2024-01-16 17,18,13.96,26.58,0,10,41.19,39.5,0.71,0,0,0.71,Fan fault,
2024-01-16 18,18,14.23,26.99,0,10,40.97,39.4,1,0,0,1,Fan fault,
2024-01-16 19,18,14.91,26.17,0,10,38.7,39.36,1,0,0,1,Fan fault,
2024-01-17 07,18,12.41,13.44,0,10,38.86,32.36,1,0,0,1,Fan fault,
2024-01-17 08,18,12.61,16.29,0,10,41.05,37.32,1,0,0,1,Fan fault,
2024-01-17 09,18,13.25,20.52,0,10,41.28,38.24,1,0,0,1,Fan fault,
2024-01-17 10,18,13.83,22.95,0,10,41.22,39.05,1,0,0,1,Fan fault,
2024-01-17 11,18,14.39,24.43,0,10,41.17,39.05,1,0,0,1,Fan fault,
2024-01-17 12,18,14.69,24.88,0,10,41.04,38.83,1,0,0,1,Fan fault,
2024-01-17 13,18,14.93,25.08,0,10,40.95,39.32,1,0,0,1,Fan fault,
2024-01-17 14,18,14.91,25.4,0,10,41.05,39.57,1,0,0,1,Fan fault,
2024-01-17 15,18,14.7,25.63,0,10,41.1,39.56,1,0,0,1,Fan fault,
2024-01-17 16,18,14.55,26.08,0,10,41.08,39.57,1,0,0,1,Fan fault,
2024-01-17 17,18,14.5,26,0,10,40.96,39.52,1,0,0,1,Fan fault,
2024-01-17 18,18,14.58,25.92,0,10,41,39.49,1,0,0,1,Fan fault,
2024-01-18 07,18,13.32,15.84,0,10,40.97,35,1,0,0,1,Fan fault,
2024-01-18 08,18,13.93,19.95,0,10,41.17,37.6,1,0,0,1,Fan fault,
2024-01-18 09,18,14.12,22.57,0,10,41.29,38.61,1,0,0,1,Fan fault,
2024-01-18 10,18,13.95,23.96,0,10,41.19,39.04,1,0,0,1,Fan fault,
2024-01-18 11,18,14.13,25.06,0,10,41.17,39.3,1,0,0,1,Fan fault,
2024-01-18 12,18,12.13,21.97,0,8.57,35.16,33.73,0.67,0,0,0.67,Fan fault,
2024-01-18 13,18,14.52,25.99,0,10,40.93,39.26,1,0,0,1,Fan fault,
2024-01-20 07,18,14.01,17.77,0,10,24.5,26.3,1,0,0,1,Fan fault,
2024-01-20 08,18,13.9,17.31,0,10,23.96,25.65,1,0,0,1,Fan fault,
2024-01-20 09,18,13.77,16.91,0,10,23.43,25.02,1,0,0,1,Fan fault,
2024-01-20 10,18,13.75,16.62,0,10,22.92,24.45,1,0,0,1,Fan fault,
2024-01-20 11,18,13.63,16.13,0,10,22.45,23.95,1,0,0,1,Fan fault,
2024-01-20 12,18,13.67,15.97,0,10,22.03,23.46,1,0,0,1,Fan fault,
2024-01-20 13,18,13.64,15.71,0,10,21.67,23.02,1,0,0,1,Fan fault,
2024-01-20 14,18,13.5,15.43,0,10,21.29,22.55,0.85,0,0.25,0.6,Fan fault,
2024-01-20 15,18,13.49,15.27,0,10,20.97,22.15,1,0,1,0,Fan fault,
2024-01-20 16,18,13.43,15.01,0,10,20.64,21.76,1,0,1,0,Fan fault,
2024-01-20 17,18,13.33,14.82,0,10,20.37,21.43,1.5,0,1,0.5,Fan fault,
2024-01-20 18,18,13.24,14.64,0,10,20.11,21.1,2,0,1,1,Fan fault,
2024-01-20 19,18,13.19,14.45,0,10,19.86,20.81,2,0,1,1,Fan fault,
2024-01-21 07,18,12.55,13.18,0,10,19.83,19.3,1,0,1,0,Fan fault,
2024-01-21 08,18,12.49,13.14,0,10,19.86,19.25,1,0,1,0,Fan fault,
2024-01-21 09,18,12.54,13.12,0,10,19.82,19.19,1,0,1,0,Fan fault,
2024-01-21 10,18,12.52,13.12,0,10,19.83,19.14,1,0,1,0,Fan fault,
2024-01-21 11,18,12.43,13,0,10,19.77,19.09,1,0,1,0,Fan fault,
2024-01-21 12,18,12.46,12.99,0,10,19.84,19.04,1,0,1,0,Fan fault,
2024-01-21 13,18,12.52,12.93,0,10,19.94,18.99,1,0,1,0,Fan fault,
2024-01-21 14,18,12.54,13.01,0,10,19.9,18.96,1,0,0.75,0.25,Fan fault,
2024-01-21 15,18,12.56,12.96,0,10,19.77,18.95,1,0,0,1,Fan fault,
2024-01-21 16,18,12.55,12.98,0,10,19.79,19.93,1,0,0,1,Fan fault,
2024-01-21 17,18,12.5,13,0,10,19.83,20.01,1,0,0,1,Fan fault,
2024-01-21 18,18,12.45,13.21,0,10,19.77,19.96,1,0,0,1,Fan fault,
2024-01-21 19,18,12.47,13.29,0,10,19.87,19.92,1,0,0,1,Fan fault,
2024-01-22 07,18,11.37,24.18,0,10,41.29,30.16,2,0,1,1,Fan fault,
2024-01-22 08,18,11.88,24.86,0,10,46.89,40.73,2,0,1,1,Fan fault,
2024-01-22 09,18,12.41,25.07,0,10,50.39,47.87,2,0,1,1,Fan fault,
2024-01-22 10,18,12.76,25.06,0,10,50.95,49.77,2,0,1,1,Fan fault,
2024-01-22 11,18,13.02,25.02,0,10,50.94,49.92,2,0,1,1,Fan fault,
2024-01-22 12,18,13.05,24.98,0,10,50.81,49.75,2,0,1,1,Fan fault,
2024-01-22 13,18,12.93,25.12,0,10,50.85,49.6,2,0,1,1,Fan fault,
2024-01-22 14,18,12.87,25.13,0,10,50.86,49.78,2,0,1,1,Fan fault,
2024-01-22 15,18,13.13,25.11,0,10,50.8,49.7,2,0,1,1,Fan fault,
2024-01-22 16,18,13.28,24.89,0,10,51.88,49.4,1.75,0,0.75,1,Fan fault,
2024-01-22 17,18,13.29,24.58,0,10,53.63,49.99,1,0,0,1,Fan fault,
2024-01-22 18,18,13.58,24.53,0,10,52.74,49.82,1,0,0,1,Fan fault,
2024-01-22 19,18,13.8,24.44,0,10,51.77,46.13,1,0,0,1,Fan fault,
2024-01-23 07,18,11,13.26,0,10,37.62,47.54,1,0,0,1,Fan fault,
2024-01-23 08,18,11.31,15.48,0,10,45.97,49.95,1.5,0,0.5,1,Fan fault,
2024-01-23 09,18,11.75,19.51,0,10,50.94,49.75,2,0,1,1,Fan fault,
2024-01-23 10,18,12.71,22.81,0,10,51,49.76,2,0,1,1,Fan fault,
2024-01-23 11,18,13.4,23.83,0,10,50.91,49.82,2,0,1,1,Fan fault,
2024-01-23 12,18,13.3,24.27,0,10,52.94,49.76,1.5,0,0.5,1,Fan fault,
2024-01-23 13,18,13.5,24.15,0,10,54.84,49.97,1,0,0,1,Fan fault,
2024-01-23 14,18,13.71,24.23,0,10,53.19,49.93,1,0,0,1,Fan fault,
2024-01-23 15,18,13.78,24.35,0,10,51.7,49.88,1.5,0,0.5,1,Fan fault,
2024-01-23 16,18,13.89,24.46,0,10,50.54,49.46,2,0,1,1,Fan fault,
2024-01-23 17,18,13.64,24.27,0,10,50.38,49.5,1.8,0,0.8,1,Fan fault,
2024-01-23 18,18,13.18,23.95,0,10,50.18,49.29,1.75,0,0.75,1,Fan fault,
2024-01-23 19,18,12.82,24.39,0,10,51.4,46.41,1,0,0,1,Fan fault,
2024-01-24 07,18,14.28,24.41,0.25,35.71,53.96,53.25,2,0,1,1,Sensor fault,
2024-01-24 09,18,14.08,27.42,0,10,50.72,49.64,2,0,1,1,Fan fault,
2024-01-24 10,18,13.87,26.43,0,10,50.86,49.73,2,0,1,1,Fan fault,
2024-01-24 11,18,14.27,25.81,0,10,50.84,49.75,2,0,1,1,Fan fault,
2024-01-24 12,18,13.7,25.08,0,10,50.84,49.66,2,0,1,1,Fan fault,
2024-01-24 13,18,13.28,25.73,0,10,50.82,49.71,2,0,1,1,Fan fault,
2024-01-24 14,18,13.42,25.93,0,10,50.78,49.69,2,0,1,1,Fan fault,
2024-01-24 15,18,13.93,25.76,0,10,50.79,49.72,2,0,1,1,Fan fault,
2024-01-24 16,18,14.41,25.44,0,10,49.65,47.89,2,0,1,1,Fan fault,
2024-01-24 17,18,14.24,24.97,0,10,41.44,40.11,2,0,1,1,Fan fault,
2024-01-24 18,18,13.73,24.96,0,10,40.42,39.76,2,0,1,1,Fan fault,
2024-01-24 19,18,13.57,25.07,0,10,38,36.68,2,0,1,1,Fan fault,
2024-01-25 07,18,12.51,28.04,0.4,48.57,49.57,43.76,1.3,0,0.5,0.8,Sensor fault,
2024-01-25 09,18,13.08,27.7,0,10,52.42,44.85,1,0,0,1,Fan fault,
2024-01-25 10,18,12.25,25.95,0,10,49.87,44.82,1,0,0,1,Fan fault,
2024-01-25 11,18,12.04,25.31,0,10,48.34,44.95,1,0,0,1,Fan fault,
2024-01-25 12,18,11.79,25.24,0,10,47.32,44.82,1,0,0,1,Fan fault,
2024-01-25 13,18,12.12,25.5,0,10,46.58,44.99,1,0,0,1,Fan fault,
2024-01-25 14,18,12.68,25.69,0,10,46.03,44.9,1,0,0,1,Fan fault,
2024-01-25 15,18,13.21,25.4,0,10,45.53,42.56,1,0,0,1,Fan fault,
2024-01-25 16,18,13.46,25.13,0,10,43.26,34.66,1,0,0,1,Fan fault,
2024-01-25 17,18,13.6,25.34,0,10,39.83,34.88,1,0,0,1,Fan fault,
2024-01-25 18,18,13.6,25.22,0,10,38.18,34.76,1,0,0,1,Fan fault,
2024-01-25 19,18,13.75,25.21,0,10,37.24,33.66,1,0,0,1,Fan fault,
2024-01-26 07,18,11.06,12.9,0,10,30.28,38.58,1,0,0,1,Fan fault,
2024-01-26 08,18,11.47,16.9,0,10,40.85,46.31,1.5,0,0.5,1,Fan fault,
2024-01-26 09,18,12.56,19.92,0,10,40.63,39.64,2,0,1,1,Fan fault,
2024-01-26 10,18,13.45,23.67,0,10,40.84,39.75,2,0,1,1,Fan fault,
2024-01-26 11,18,13.89,26.74,0,10,40.74,39.69,2,0,1,1,Fan fault,
2024-01-26 12,18,13.96,27.85,0,10,40.69,39.8,2,0,1,1,Fan fault,
2024-01-26 13,18,14.19,28.41,0,10,40.66,39.83,2,0,1,1,Fan fault,
2024-01-26 14,18,14.52,27.97,0,10,40.74,39.92,2,0,1,1,Fan fault,
2024-01-26 15,18,14.78,27.28,0,10,40.58,39.85,2,0,1,1,Fan fault,
2024-01-26 16,18,14.83,26.98,0,10,40.7,39.81,1.75,0,0.75,1,Fan fault,
2024-01-26 17,18,14.8,26.17,0,10,39.29,32.95,1,0,0,1,Fan fault,
2024-01-26 18,18,14.42,23.83,0,10,35.85,29.65,1,0,0,1,Fan fault,
2024-01-26 19,18,13.69,21.27,0,10,33.58,26.57,1,0,0,1,Fan fault,
2024-01-27 07,18,10.95,11.94,0,10,20.34,18.96,1,0,0,1,Fan fault,
2024-01-27 08,18,10.82,11.91,0,10,20.21,19.07,1,0,0,1,Fan fault,
2024-01-27 09,18,10.73,11.7,0,10,20.08,19.18,1,0,0,1,Fan fault,
2024-01-27 10,18,10.65,11.71,0,10,19.95,19.19,1,0,0,1,Fan fault,
2024-01-27 11,18,10.64,11.63,0,10,19.82,19.3,1,0,0,1,Fan fault,
2024-01-27 12,18,10.67,11.8,0,10,19.73,19.12,1,0,0,1,Fan fault,
2024-01-27 13,18,10.78,11.94,0,10,19.68,19.22,1,0,0,1,Fan fault,
2024-01-27 14,18,10.89,11.99,0,10,19.68,19.25,1,0,0,1,Fan fault,
2024-01-27 15,18,10.98,12,0,10,19.68,19.16,1,0,0,1,Fan fault,
2024-01-27 16,18,10.99,12.14,0,10,19.64,19.23,1,0,0,1,Fan fault,
2024-01-27 17,18,11.06,11.9,0,10,20.3,19.19,1,0,0,1,Fan fault,
2024-01-27 18,18,11.07,11.75,0,10,21,19.27,1,0,0,1,Fan fault,
2024-01-27 19,18,11.03,11.74,0,10,20.72,19.23,1,0,0,1,Fan fault,
2024-01-28 07,18,10.25,11.75,0,10,19.57,19.4,1,0,0,1,Fan fault,
2024-01-28 08,18,10.18,11.52,0,10,20.69,19.33,1,0,0,1,Fan fault,
2024-01-28 09,18,10.1,11.43,0,10,20.84,19.28,1,0,0,1,Fan fault,
2024-01-28 10,18,10.07,11.5,0,10,20.65,19.29,1,0,0,1,Fan fault,
2024-01-28 11,18,10.04,11.3,0,10,20.49,19.26,1,0,0,1,Fan fault,
2024-01-28 12,18,10.1,11.49,0,10,20.34,19.28,1,0,0,1,Fan fault,
2024-01-28 13,18,10.21,11.66,0,10,20.22,19.23,1,0,0,1,Fan fault,
2024-01-28 14,18,10.3,11.74,0,10,20.09,19.28,1,0,0,1,Fan fault,
2024-01-28 15,18,10.33,11.62,0,10,19.99,19.28,1,0,0,1,Fan fault,
2024-01-28 16,18,10.3,11.73,0,10,19.88,19.24,1,0,0,1,Fan fault,
2024-01-28 17,18,10.32,11.75,0,10,19.78,19.18,1,0,0,1,Fan fault,
2024-01-28 18,18,10.44,16.51,0,10,19.71,19.26,1,0,0,1,Fan fault,
2024-01-28 19,18,10.64,20.56,0,10,19.69,19.34,1,0,0,1,Fan fault,
2024-01-29 07,18,13.01,21.08,0.5,48.57,33.79,43.22,1,0,0,1,Sensor fault,
2024-01-29 10,18,14.29,27.67,0,10,40.67,39.66,1.4,0,0.6,0.8,Fan fault,
2024-01-29 11,18,13.51,26.33,0,10,45.99,44.11,1,0,0,1,Fan fault,
2024-01-29 12,18,13.44,25.88,0,10,47.1,50.09,1,0,0,1,Fan fault,
2024-01-29 13,18,13.61,25.42,0,10,47.78,49.95,1,0,0,1,Fan fault,
2024-01-29 14,18,13.78,25.04,0,10,48.73,49.63,1,0,0,1,Fan fault,
2024-01-29 15,18,13.91,25.13,0,10,49.02,49.39,1,0,0,1,Fan fault,
2024-01-29 16,18,13.76,25.02,0,10,49.12,49.24,1,0,0,1,Fan fault,
2024-01-29 17,18,13.77,24.97,0,10,49.43,49.53,1,0,0,1,Fan fault,
2024-01-29 18,18,13.8,24.8,0,10,49.26,49.66,1,0,0,1,Fan fault,
2024-01-29 19,18,13.44,24.68,0,10,49.05,44.23,1,0,0,1,Fan fault,
2024-01-30 06,18,11.69,17.67,0.25,27.59,36.82,39.75,1,0,0,1,Sensor fault,
2024-01-30 13,18,14.45,26.14,0,10,39.44,39.92,1,0,0,1,Fan fault,
2024-01-30 14,18,14.1,25.33,0,10,39.95,39.76,1,0,0,1,Fan fault,
2024-01-30 15,18,13.87,26.06,0,10,40.33,39.65,1,0,0,1,Fan fault,
2024-01-30 16,18,13.65,25.74,0,10,40.1,39.87,1,0,0,1,Fan fault,
2024-01-30 17,18,13.52,25.88,0,10,39.84,39.82,1,0,0,1,Fan fault,
2024-01-30 18,18,13.65,25.8,0,10,39.73,39.93,1,0,0,1,Fan fault,
2024-01-30 19,18,13.86,25.58,0,10,39.61,36.84,1,0,0,1,Fan fault,
2024-01-31 07,18,11.65,12.55,0,10,32.7,37.32,1,0,0,1,Fan fault,
2024-01-31 08,18,11.8,14.6,0,10,37.5,39.78,1,0,0,1,Fan fault,
2024-01-31 09,18,12.47,18.11,0,10,38.31,39.93,1,0,0,1,Fan fault,
2024-01-31 10,18,13.41,21.08,0,10,42.13,44.6,1,0,0,1,Fan fault,
2024-01-31 11,18,14.14,22.92,0,10,48.31,50.21,1,0,0,1,Fan fault,
2024-01-31 12,18,14.86,24.39,0,10,49.31,49.71,1,0,0,1,Fan fault,
2024-01-01 07,18,13.27,37.67,0,10,43.04,42.27,2,1,0,1,Fan fault,
2024-01-01 08,18,13.3,38.32,0,10,42.99,42.28,2,1,0,1,Fan fault,
2024-01-01 09,18,13.38,37.63,0,10,42.73,42.24,2,1,0,1,Fan fault,
2024-01-01 10,18,14.01,37.71,0,10,42.47,42.36,2,1,0,1,Fan fault,
2024-01-01 11,18,14.63,38.47,0,10,42.42,42.28,2,1,0,1,Fan fault,
2024-01-01 12,18,14.66,37.74,0,10,43.02,42.32,2,1,0,1,Fan fault,
2024-01-01 13,18,14.89,37.96,0,10,42.94,42.38,2,1,0,1,Fan fault,
2024-01-01 19,18,14.96,38.47,0,10,42.79,42.36,2,1,0,1,Fan fault,
2024-01-02 07,18,14.42,38.79,0,10,42.43,42.25,2,1,0,1,Fan fault,
2024-01-02 08,18,12.24,38.43,0,10,42.77,42.55,2,1,0,1,Fan fault,
2024-01-02 09,18,11.76,37.67,0,10,42.88,42.72,2,1,0,1,Fan fault,
2024-01-02 10,18,11.96,38.21,0,10,42.75,42.7,2,1,0,1,Fan fault,
2024-01-02 11,18,12.4,38.65,0,10,42.69,42.71,2,1,0,1,Fan fault,
2024-01-02 12,18,12.86,38.7,0,10,42.67,42.88,2,1,0,1,Fan fault,
2024-01-02 13,18,12.98,39,0,10,43.14,42.71,2,1,0,1,Fan fault,
2024-01-02 14,18,13.2,39.26,0,10,43.1,42.71,2,1,0,1,Fan fault,
2024-01-02 15,18,13.46,39.42,0,10,42.88,42.78,2,1,0,1,Fan fault,
2024-01-02 16,18,13.58,39.7,0,10,42.75,42.68,2,1,0,1,Fan fault,
2024-01-02 17,18,12.68,39.76,0,10,42.68,42.6,2,1,0,1,Fan fault,
2024-01-02 18,18,14.58,38.42,0,10,43.04,42.66,2,1,0,1,Fan fault,
2024-01-03 07,18,13.88,37.32,0,10,42.64,42.63,2,1,0,1,Fan fault,
2024-01-03 08,18,13.95,37.3,0,10,42.56,42.74,2,1,0,1,Fan fault,
2024-01-03 09,18,13.36,38.01,0,10,42.63,42.82,2,1,0,1,Fan fault,
2024-01-03 10,18,12.6,38.56,0,10,43.12,42.87,2,1,0,1,Fan fault,
2024-01-03 11,18,12.9,38.84,0,10,42.89,42.81,2,1,0,1,Fan fault,
2024-01-03 12,18,13.31,38.87,0,10,42.61,40.84,1.54,0.6,0.38,0.56,Fan fault,
2024-01-03 13,18,13.46,39.03,0,10,43.76,34.79,1.2,0,1,0.2,Fan fault,
2024-01-03 14,18,12.36,38.06,0,10,44.01,35.5,1,0,1,0,Fan fault,
2024-01-03 15,18,12.5,38.21,0,10,44.13,39.48,1,0,1,0,Fan fault,
2024-01-03 16,18,12.49,38.7,0,10,44.11,41.17,1,0,1,0,Fan fault,
2024-01-03 17,18,11.92,38.95,0,10,44.21,41.91,1,0,1,0,Fan fault,
2024-01-03 18,18,11.69,38.99,0,10,44.16,42.25,1,0,1,0,Fan fault,
2024-01-03 19,18,11.66,37.5,0,10,44.22,42.41,1,0,1,0,Fan fault,
2024-01-04 07,18,11.26,35.95,0,10,42.97,42.34,2,0,1,1,Fan fault,
2024-01-04 08,18,10.15,36.49,0,10,40.39,35.65,2,0,1,1,Fan fault,
2024-01-04 09,18,9.84,36.23,0,10,27.5,23.91,1.75,0,1,0.75,Fan fault,
2024-01-04 10,18,10.25,37.44,0,10,40.53,22.26,1,0,1,0,Fan fault,
2024-01-04 11,18,10.73,38.29,0,10,43.82,33.36,1,0,1,0,Fan fault,
2024-01-04 12,18,11.01,37.12,0,10,44.01,38.43,1,0,1,0,Fan fault,
2024-01-04 13,18,11.24,36.55,0,10,43.95,40.54,1,0,1,0,Fan fault,
2024-01-04 14,18,11.6,37.77,0,10,43.87,41.36,1,0,1,0,Fan fault,
2024-01-04 15,18,12.33,38.41,0,10,43.8,41.82,1,0,1,0,Fan fault,
2024-01-04 16,18,12.5,37.6,0,10,43.98,42.06,1,0,1,0,Fan fault,
2024-01-04 17,18,12.14,36.88,0,10,44.01,42.25,1,0,1,0,Fan fault,
2024-01-04 18,18,11.64,37.54,0,10,43.95,42.33,1,0,1,0,Fan fault,
2024-01-04 19,18,12.52,38.42,0,10,43.7,42.36,0.75,0,0.75,0,Fan fault,
2024-01-05 08,18,13.75,37.06,0,10,44.42,30.92,1,0,1,0,Fan fault,
2024-01-05 09,18,12.97,36.72,0,10,43.91,38.32,1,0,1,0,Fan fault,
2024-01-05 10,18,13.26,36.44,0,10,43.96,40.6,1,0,1,0,Fan fault,
2024-01-05 11,18,13.26,36.41,0,10,43.83,41.46,1,0,1,0,Fan fault,
2024-01-05 12,18,13.09,36.43,0,10,43.76,41.89,1,0,1,0,Fan fault,
2024-01-05 13,18,13.13,36.5,0,10,43.83,42.1,1,0,1,0,Fan fault,
2024-01-05 14,18,14.13,35.73,0,10,43.57,42.18,1,0,1,0,Fan fault,
2024-01-05 15,18,14.42,33.15,0,10,43.82,42.2,1,0,1,0,Fan fault,
2024-01-05 16,18,13.98,37.38,0,10,44.04,42.35,1,0,1,0,Fan fault,
2024-01-05 17,18,13.56,38.7,0,10,43.77,42.47,1,0,1,0,Fan fault,
2024-01-05 18,18,13.32,38.08,0,10,43.83,42.52,1,0,1,0,Fan fault,
2024-01-05 19,18,13.74,38.39,0,10,43.99,42.55,1.25,0,1,0.25,Fan fault,
2024-01-06 07,18,14,35.74,0,10,42.76,42.35,2,0,1,1,Fan fault,
2024-01-06 08,18,13.58,35.05,0,10,42.72,41.13,1.5,0,1,0.5,Fan fault,
2024-01-06 09,18,13.65,34.57,0,10,43.39,41.03,1,0,1,0,Fan fault,
2024-01-06 10,18,13.69,34.28,0,10,43.26,41.43,1,0,1,0,Fan fault,
2024-01-06 11,18,13.89,34.13,0,10,43.14,41.52,1,0,1,0,Fan fault,
2024-01-06 12,18,14.17,35.15,0,10,43.25,41.54,1,0,1,0,Fan fault,
2024-01-06 13,18,14.68,37.17,0,10,43.13,41.51,1,0,1,0,Fan fault,
2024-01-06 18,18,14.93,38.02,0,10,43.14,41.73,1,0,1,0,Fan fault,
2024-01-06 19,18,14.95,38.32,0,10,43.12,41.71,1.4,0,1,0.4,Fan fault,
2024-01-07 07,18,12.96,32.21,0,10,43.07,42.52,2,0,1,1,Fan fault,
2024-01-07 08,18,12.45,30.32,0,10,42.6,41.32,1.75,0,1,0.75,Fan fault,
2024-01-07 09,18,11.8,29.32,0,10,37.16,32.61,1.5,0,1,0.5,Fan fault,
2024-01-07 10,18,12.99,34.05,0,10,28.3,24.84,2,0,1,1,Fan fault,
2024-01-07 11,18,14.05,36.68,0,10,35.87,33.63,2,0,1,1,Fan fault,
2024-01-07 12,18,14.07,36.94,0,10,42.46,38.13,2,0,1,1,Fan fault,
2024-01-07 13,18,13.8,35.96,0,10,40.84,34.46,2,0,1,1,Fan fault,
2024-01-07 14,18,13.91,36.38,0,10,36.21,32.13,2,0,1,1,Fan fault,
2024-01-07 15,18,13.96,36.43,0,10,43.07,42.35,2,0,1,1,Fan fault,
2024-01-07 16,18,13.82,35.9,0,10,43.04,42.84,2,0,1,1,Fan fault,
2024-01-07 17,18,13.92,36.6,0,10,42.74,42.77,2,0,1,1,Fan fault,
2024-01-07 18,18,13.66,35.98,0,10,43.04,42.7,2,0,1,1,Fan fault,
2024-01-07 19,18,13.44,35.93,0,10,43.26,42.77,2,0,1,1,Fan fault,
2024-01-08 07,18,9.31,37.3,0,10,47.69,47.79,2,0,1,1,Fan fault,
2024-01-08 08,18,7.91,36.68,0,10,48.54,47.7,2,0,1,1,Fan fault,
2024-01-08 09,18,7.56,37.39,0,10,48.63,44.56,2,0,1,1,Fan fault,
2024-01-08 10,18,8.29,37.86,0,10,48.84,45.38,1.41,0.2,0.5,0.71,Fan fault,
2024-01-08 11,18,8.63,37.69,0,10,49.84,46.53,1,0,0,1,Fan fault,
2024-01-08 12,18,8.97,36.78,0,10,48.24,42.77,1,0,0,1,Fan fault,
2024-01-08 13,18,9.31,37.46,0,10,45.98,42.8,1,0,0,1,Fan fault,
2024-01-08 14,18,9.43,36.62,0,10,44.92,42.76,1,0,0,1,Fan fault,
2024-01-08 15,18,9.48,36.31,0,10,44.23,42.81,1,0,0,1,Fan fault,
2024-01-08 16,18,9.22,37.57,0,10,43.73,42.77,1,0,0,1,Fan fault,
2024-01-08 17,18,9.52,38.24,0,10,43.2,42.77,1,0,0,1,Fan fault,
2024-01-08 18,18,8.93,37.27,0,10,42.95,42.87,1,0,0,1,Fan fault,
2024-01-08 19,18,8.8,36.76,0,10,42.9,42.82,1,0,0,1,Fan fault,
2024-01-09 06,18,11.61,33.58,0,10,42.63,42.72,1,1,0,0,Fan fault,
2024-01-09 07,18,11.84,33.48,0,10,42.7,42.67,1,1,0,0,Fan fault,
2024-01-09 08,18,11.19,34.02,0,10,42.69,42.72,1,1,0,0,Fan fault,
2024-01-09 09,18,9.61,34.74,0,10,42.78,42.75,1,1,0,0,Fan fault,
2024-01-09 10,18,9.73,34.89,0,10,42.8,42.86,1,1,0,0,Fan fault,
2024-01-09 11,18,10.19,34.85,0,10,42.85,42.73,1,1,0,0,Fan fault,
2024-01-09 12,18,10.23,34.75,0,10,42.81,42.76,1,1,0,0,Fan fault,
2024-01-09 13,18,10.42,35,0,10,42.89,42.84,1,1,0,0,Fan fault,
2024-01-09 14,18,10.42,35.01,0,10,42.88,42.7,1,1,0,0,Fan fault,
2024-01-09 15,18,10.74,35.06,0,10,42.9,42.96,1,1,0,0,Fan fault,
2024-01-09 16,18,10.68,35.07,0,10,42.92,42.84,1,1,0,0,Fan fault,
2024-01-09 17,18,10.06,34.86,0,10,42.9,42.74,1,1,0,0,Fan fault,
2024-01-09 18,18,9.87,34.71,0,10,42.88,42.74,1,1,0,0,Fan fault,
2024-01-09 19,18,9.91,34.89,0,10,42.82,42.62,1,1,0,0,Fan fault,
2024-01-10 07,18,9.68,34.72,0,10,43.02,42.76,1,0,0,1,Fan fault,
2024-01-10 08,18,9.23,34.91,0,10,42.95,42.86,1,0,0,1,Fan fault,
2024-01-10 09,18,8.89,34.85,0,10,42.95,42.89,1,0,0,1,Fan fault,
2024-01-10 10,18,9.05,34.88,0,10,42.91,42.45,1,0,0,1,Fan fault,
2024-01-10 11,18,9.7,34.93,0,10,42.23,39.69,1,0,0,1,Fan fault,
2024-01-10 12,18,9.33,34.84,0,10,41.24,39.74,1,0,0,1,Fan fault,
2024-01-10 13,18,9.75,35.04,0,10,40.58,39.75,1,0,0,1,Fan fault,
2024-01-10 14,18,9.91,35.11,0,10,40.18,39.86,1,0,0,1,Fan fault,
2024-01-10 15,18,10.38,35.26,0,10,39.97,39.69,1,0,0,1,Fan fault,
2024-01-10 16,18,10.89,35.48,0,10,40.18,39.77,1,0,0,1,Fan fault,
2024-01-10 17,18,10.32,35.04,0,10,40.45,39.76,1,0,0,1,Fan fault,
2024-01-10 18,18,9.94,35.02,0,10,40.2,39.8,1,0,0,1,Fan fault,
2024-01-10 19,18,9.4,34.84,0,10,39.94,39.73,1.17,0.17,0,1,Fan fault,
2024-01-11 07,18,12.1,33.78,0,10,39.98,39.13,1,0,1,0,Fan fault,
2024-01-11 08,18,10.42,34.9,0,10,40.82,38.94,1,0,1,0,Fan fault,
