Time,Set Temperature,Ventilation Temperature,Supply Air Temperature,Supply Fan,Valve Position,Heating Supply Temperature 1,Heating Supply Temperature 2,Total Heating Pump,Heating Pump 1,Heating Pump 2,Backup Heating Pump,Labeling,
2024-01-24 10,18,7.89,26.29,0,12.01,50.86,49.73,2,0,1,1,Fan fault,
2024-01-24 11,18,8.23,26.37,0,12.01,50.84,49.75,2,0,1,1,Fan fault,
2024-01-24 12,18,8.45,26.07,0,12.01,50.84,49.66,2,0,1,1,Fan fault,
2024-01-24 13,18,8.14,26.74,0,12.01,50.82,49.71,2,0,1,1,Fan fault,
2024-01-24 14,18,8.24,26.98,0,12.01,50.78,49.69,2,0,1,1,Fan fault,
2024-01-24 15,18,8.64,26.75,0,12.01,50.79,49.72,2,0,1,1,Fan fault,
2024-01-24 16,18,8.55,26.81,0,12.01,49.65,47.89,2,0,1,1,Fan fault,
2024-01-24 17,18,8.32,26.3,0,12.01,41.44,40.11,2,0,1,1,Fan fault,
2024-01-24 18,18,8.52,26.5,0,12.01,40.42,39.76,2,0,1,1,Fan fault,
2024-01-24 19,18,8.65,26.42,0,12.01,38,36.68,2,0,1,1,Fan fault,
2024-01-25 07,18,10.35,24.75,0,12.01,49.57,43.76,1.3,0,0.5,0.8,Fan fault,
2024-01-25 08,18,9.34,25.15,0,12.01,58.84,45.46,1,0,0,1,Fan fault,
2024-01-25 09,18,8.73,25.44,0,12.01,52.42,44.85,1,0,0,1,Fan fault,
2024-01-25 10,18,8.65,25.73,0,12.01,49.87,44.82,1,0,0,1,Fan fault,
2024-01-25 11,18,8.32,26.11,0,12.01,48.34,44.95,1,0,0,1,Fan fault,
2024-01-25 12,18,8.39,26.28,0,12.01,47.32,44.82,1,0,0,1,Fan fault,
2024-01-25 13,18,8.81,26.25,0,12.01,46.58,44.99,1,0,0,1,Fan fault,
2024-01-25 14,18,8.92,26.43,0,12.01,46.03,44.9,1,0,0,1,Fan fault,
2024-01-25 15,18,8.9,26.32,0,12.01,45.53,42.56,1,0,0,1,Fan fault,
2024-01-25 16,18,9.14,26.25,0,12.01,43.26,34.66,1,0,0,1,Fan fault,
2024-01-25 17,18,8.96,26.68,0,12.01,39.83,34.88,1,0,0,1,Fan fault,
2024-01-25 18,18,9.19,26.58,0,12.01,38.18,34.76,1,0,0,1,Fan fault,
2024-01-25 19,18,9.53,26.62,0,12.01,37.24,33.66,1,0,0,1,Fan fault,
2024-01-26 07,18,10.02,13.31,0,12.01,30.28,38.58,1,0,0,1,Fan fault,
2024-01-26 08,18,9.51,18.12,0,12.01,40.85,46.31,1.5,0,0.5,1,Fan fault,
2024-01-26 09,18,9.11,22.08,0,12.01,40.63,39.64,2,0,1,1,Fan fault,
2024-01-26 10,18,9.29,25.98,0,12.01,40.84,39.75,2,0,1,1,Fan fault,
2024-01-26 11,18,8.95,28.6,0,12.01,40.74,39.69,2,0,1,1,Fan fault,
2024-01-26 12,18,8.92,29.65,0,12.01,40.69,39.8,2,0,1,1,Fan fault,
2024-01-26 13,18,9.26,29.73,0,12.01,40.66,39.83,2,0,1,1,Fan fault,
2024-01-26 14,18,9.28,29.11,0,12.01,40.74,39.92,2,0,1,1,Fan fault,
2024-01-26 15,18,9.05,28.77,0,12.01,40.58,39.85,2,0,1,1,Fan fault,
2024-01-26 16,18,9.22,28.65,0,12.01,40.7,39.81,1.75,0,0.75,1,Fan fault,
2024-01-26 17,18,9.32,27.65,0,12.01,39.29,32.95,1,0,0,1,Fan fault,
2024-01-26 18,18,8.54,25.1,0,12.01,35.85,29.65,1,0,0,1,Fan fault,
2024-01-26 19,18,9.55,22.08,0,12.01,33.58,26.57,1,0,0,1,Fan fault,
2024-01-27 07,18,10.4,12.58,0,12.01,20.34,18.96,1,0,0,1,Fan fault,
2024-01-27 08,18,10.63,12.77,0,12.01,20.21,19.07,1,0,0,1,Fan fault,
2024-01-27 09,18,9.88,12.72,0,12.01,20.08,19.18,1,0,0,1,Fan fault,
2024-01-27 10,18,10.97,12.49,0,12.01,19.95,19.19,1,0,0,1,Fan fault,
2024-01-27 11,18,9.61,12.89,0,12.01,19.82,19.3,1,0,0,1,Fan fault,
2024-01-27 12,18,10.1,13.01,0,12.01,19.73,19.12,1,0,0,1,Fan fault,
2024-01-27 13,18,10.79,12.86,0,12.01,19.68,19.22,1,0,0,1,Fan fault,
2024-01-27 14,18,9.86,13.06,0,12.01,19.68,19.25,1,0,0,1,Fan fault,
2024-01-27 15,18,9.3,13.31,0,12.01,19.68,19.16,1,0,0,1,Fan fault,
2024-01-27 16,18,10.39,13.29,0,12.01,19.64,19.23,1,0,0,1,Fan fault,
2024-01-27 17,18,10.81,13.06,0,12.01,20.3,19.19,1,0,0,1,Fan fault,
2024-01-27 18,18,9.78,13.03,0,12.01,21,19.27,1,0,0,1,Fan fault,
2024-01-27 19,18,10.83,12.88,0,12.01,20.72,19.23,1,0,0,1,Fan fault,
2024-01-28 07,18,10.44,12.91,0,12.01,19.57,19.4,1,0,0,1,Fan fault,
2024-01-28 08,18,10.27,12.62,0,12.01,20.69,19.33,1,0,0,1,Fan fault,
2024-01-28 09,18,10.61,12.75,0,12.01,20.84,19.28,1,0,0,1,Fan fault,
2024-01-28 10,18,10.18,12.74,0,12.01,20.65,19.29,1,0,0,1,Fan fault,
2024-01-28 11,18,10.97,12.52,0,12.01,20.49,19.26,1,0,0,1,Fan fault,
2024-01-28 12,18,9.65,12.87,0,12.01,20.34,19.28,1,0,0,1,Fan fault,
2024-01-28 13,18,10.48,12.83,0,12.01,20.22,19.23,1,0,0,1,Fan fault,
2024-01-28 14,18,10.45,12.66,0,12.01,20.09,19.28,1,0,0,1,Fan fault,
2024-01-28 15,18,9.65,13.07,0,12.01,19.99,19.28,1,0,0,1,Fan fault,
2024-01-28 16,18,10.57,13.12,0,12.01,19.88,19.24,1,0,0,1,Fan fault,
2024-01-28 17,18,10.85,13.53,0,12.01,19.78,19.18,1,0,0,1,Fan fault,
2024-01-28 18,18,10.18,19.47,0,12.01,19.71,19.26,1,0,0,1,Fan fault,
2024-01-28 19,18,10.79,22.7,0,12.01,19.69,19.34,1,0,0,1,Fan fault,
2024-01-29 07,18,9.75,14.69,0,12.01,33.79,43.22,1,0,0,1,Fan fault,
2024-01-29 08,18,8.88,21.27,0,12.01,39.78,39.55,1.5,0,0.5,1,Fan fault,
2024-01-29 09,18,8.26,25.13,0,12.01,40.75,39.76,2,0,1,1,Fan fault,
2024-01-29 10,18,8.23,26.3,0,12.01,40.67,39.66,1.4,0,0.6,0.8,Fan fault,
2024-01-29 11,18,8.66,26.87,0,12.01,45.99,44.11,1,0,0,1,Fan fault,
2024-01-29 12,18,8.7,27.32,0,12.01,47.1,50.09,1,0,0,1,Fan fault,
2024-01-29 13,18,9.21,27.1,0,12.01,47.78,49.95,1,0,0,1,Fan fault,
2024-01-29 14,18,10.42,25.14,0,12.01,48.73,49.63,1,0,0,1,Fan fault,
2024-01-29 15,18,10.12,21.82,0,12.01,49.02,49.39,1,0,0,1,Fan fault,
2024-01-29 16,18,10.44,18.5,0,12.01,49.12,49.24,1,0,0,1,Fan fault,
2024-01-29 17,18,10.92,16.27,0,12.01,49.43,49.53,1,0,0,1,Fan fault,
2024-01-29 18,18,10.48,19.53,0,12.01,49.26,49.66,1,0,0,1,Fan fault,
2024-01-29 19,18,10.39,23.59,0,12.01,49.05,44.23,1,0,0,1,Fan fault,
2024-01-30 07,18,10.07,19.32,0,12.01,37.96,39.75,1,0,0,1,Fan fault,
2024-01-30 08,18,9.73,22.94,0,12.01,38.42,39.85,1,0,0,1,Fan fault,
2024-01-30 09,18,9.83,24.86,0,12.01,38.79,39.91,1,0,0,1,Fan fault,
2024-01-30 10,18,10.05,25.79,0,12.01,39.27,39.84,1,0,0,1,Fan fault,
2024-01-30 11,18,10.45,26.26,0,12.01,39.37,39.8,1,0,0,1,Fan fault,
2024-01-30 12,18,10.63,26.88,0,12.01,39.44,39.87,1,0,0,1,Fan fault,
2024-01-30 13,18,10.79,27.31,0,12.01,39.44,39.92,1,0,0,1,Fan fault,
2024-01-30 14,18,10.65,26.34,0,12.01,39.95,39.76,1,0,0,1,Fan fault,
2024-01-30 15,18,10.9,26.89,0,12.01,40.33,39.65,1,0,0,1,Fan fault,
2024-01-30 16,18,11.13,26.45,0,12.01,40.1,39.87,1,0,0,1,Fan fault,
2024-01-30 17,18,11.09,26.83,0,12.01,39.84,39.82,1,0,0,1,Fan fault,
2024-01-30 18,18,11.17,26.52,0,12.01,39.73,39.93,1,0,0,1,Fan fault,
2024-01-30 19,18,11.03,26.57,0,12.01,39.61,36.84,1,0,0,1,Fan fault,
2024-01-31 07,18,10.3,13.75,0,12.01,32.7,37.32,1,0,0,1,Fan fault,
2024-01-31 08,18,10.4,16.85,0,12.01,37.5,39.78,1,0,0,1,Fan fault,
2024-01-31 09,18,10.17,20.81,0,12.01,38.31,39.93,1,0,0,1,Fan fault,
2024-01-31 10,18,10.48,23.51,0,12.01,42.13,44.6,1,0,0,1,Fan fault,
2024-01-31 11,18,10.73,25.31,0,12.01,48.31,50.21,1,0,0,1,Fan fault,
2024-01-31 12,18,11.22,26.37,0,12.01,49.31,49.71,1,0,0,1,Fan fault,
2024-01-31 13,18,11.59,27,0,12.01,49.58,49.82,1,0,0,1,Fan fault,
2024-01-31 14,18,11.63,27.1,0,12.01,47.92,42.26,1,0,0,1,Fan fault,
2024-01-31 15,18,11.6,26.54,0,12.01,43.87,39.78,1,0,0,1,Fan fault,
2024-01-31 16,18,11.78,26.66,0,12.01,42.33,39.82,1,0,0,1,Fan fault,
2024-01-31 17,18,11.95,26.85,0,12.01,41.51,39.76,1,0,0,1,Fan fault,
2024-01-31 18,18,11.9,26.76,0,12.01,40.94,39.26,1,0,0,1,Fan fault,
2024-01-31 19,18,11.91,26.59,0,12.01,40.4,36.32,1,0,0,1,Fan fault,
2024-01-01 07,18,14.35,29.33,0,10.21,43.04,42.27,2,1,0,1,Fan fault,
2024-01-01 08,18,14.45,29.66,0,10.21,42.99,42.28,2,1,0,1,Fan fault,
2024-01-01 09,18,14.48,29.58,0,10.21,42.73,42.24,2,1,0,1,Fan fault,
2024-01-01 10,18,14.44,29.31,0,10.21,42.47,42.36,2,1,0,1,Fan fault,
2024-01-01 11,18,14.5,29.6,0,10.21,42.42,42.28,2,1,0,1,Fan fault,
2024-01-01 12,18,14.55,29.59,0,10.21,43.02,42.32,2,1,0,1,Fan fault,
2024-01-01 13,18,14.64,29.55,0,10.21,42.94,42.38,2,1,0,1,Fan fault,
2024-01-01 14,18,14.75,29.85,0,10.21,42.65,42.41,2,1,0,1,Fan fault,
2024-01-01 15,18,14.85,29.71,0,10.21,42.49,42.34,2,1,0,1,Fan fault,
2024-01-01 16,18,14.84,29.61,0,10.21,42.44,42.26,2,1,0,1,Fan fault,
2024-01-01 17,18,14.95,30.01,0,10.21,43.1,42.3,2,1,0,1,Fan fault,
2024-01-01 18,18,14.92,29.72,0,10.21,43.08,42.31,2,1,0,1,Fan fault,
2024-01-01 19,18,14.76,29.75,0,10.21,42.79,42.36,2,1,0,1,Fan fault,
2024-01-02 07,18,14.52,29.83,0,10.21,42.43,42.25,2,1,0,1,Fan fault,
2024-01-02 08,18,13.84,30.37,0,10.21,42.77,42.55,2,1,0,1,Fan fault,
2024-01-02 09,18,13.66,29.71,0,10.21,42.88,42.72,2,1,0,1,Fan fault,
2024-01-02 10,18,13.24,30,0,10.21,42.75,42.7,2,1,0,1,Fan fault,
2024-01-02 11,18,12.47,30.41,0,10.21,42.69,42.71,2,1,0,1,Fan fault,
2024-01-02 12,18,12.23,30.75,0,10.21,42.67,42.88,2,1,0,1,Fan fault,
2024-01-02 13,18,11.92,31.11,0,10.21,43.14,42.71,2,1,0,1,Fan fault,
2024-01-02 14,18,11.88,31.37,0,10.21,43.1,42.71,2,1,0,1,Fan fault,
2024-01-02 15,18,12.01,31.49,0,10.21,42.88,42.78,2,1,0,1,Fan fault,
2024-01-02 16,18,12.11,31.51,0,10.21,42.75,42.68,2,1,0,1,Fan fault,
2024-01-02 17,18,12.08,31.64,0,10.21,42.68,42.6,2,1,0,1,Fan fault,
2024-01-02 18,18,13.47,30.4,0,10.21,43.04,42.66,2,1,0,1,Fan fault,
2024-01-02 19,18,14.2,29.41,0,10.21,43.41,42.54,2,1,0,1,Fan fault,
2024-01-03 07,18,13.12,29.52,0,10.21,42.64,42.63,2,1,0,1,Fan fault,
2024-01-03 08,18,12.95,29.29,0,10.21,42.56,42.74,2,1,0,1,Fan fault,
2024-01-03 09,18,12.6,29.74,0,10.21,42.63,42.82,2,1,0,1,Fan fault,
2024-01-03 10,18,12.48,30.11,0,10.21,43.12,42.87,2,1,0,1,Fan fault,
2024-01-03 11,18,12.4,30.41,0,10.21,42.89,42.81,2,1,0,1,Fan fault,
2024-01-03 12,18,12.59,30.39,0,10.21,42.61,40.84,1.54,0.6,0.38,0.56,Fan fault,
2024-01-03 13,18,12.92,30.46,0,10.21,43.76,34.79,1.2,0,1,0.2,Fan fault,
2024-01-03 14,18,12.63,30.13,0,10.21,44.01,35.5,1,0,1,0,Fan fault,
2024-01-03 15,18,12.56,29.91,0,10.21,44.13,39.48,1,0,1,0,Fan fault,
2024-01-03 16,18,12.18,30.44,0,10.21,44.11,41.17,1,0,1,0,Fan fault,
2024-01-03 17,18,11.98,30.66,0,10.21,44.21,41.91,1,0,1,0,Fan fault,
2024-01-03 18,18,12.09,30.75,0,10.21,44.16,42.25,1,0,1,0,Fan fault,
2024-01-03 19,18,12.43,30.02,0,10.21,44.22,42.41,1,0,1,0,Fan fault,
2024-01-04 07,18,12.55,26.54,0,10.21,42.97,42.34,2,0,1,1,Fan fault,
2024-01-04 08,18,11.93,27.88,0,10.21,40.39,35.65,2,0,1,1,Fan fault,
2024-01-04 09,18,11.42,28.21,0,10.21,27.5,23.91,1.75,0,1,0.75,Fan fault,
2024-01-04 10,18,11.49,28.78,0,10.21,40.53,22.26,1,0,1,0,Fan fault,
2024-01-04 11,18,10.83,30.11,0,10.21,43.82,33.36,1,0,1,0,Fan fault,
2024-01-04 12,18,10.63,29.94,0,10.21,44.01,38.43,1,0,1,0,Fan fault,
2024-01-04 13,18,10.79,29.25,0,10.21,43.95,40.54,1,0,1,0,Fan fault,
2024-01-04 14,18,10.84,29.76,0,10.21,43.87,41.36,1,0,1,0,Fan fault,
2024-01-04 15,18,11.11,30.49,0,10.21,43.8,41.82,1,0,1,0,Fan fault,
2024-01-04 16,18,11.2,30.25,0,10.21,43.98,42.06,1,0,1,0,Fan fault,
2024-01-04 17,18,11.17,29.79,0,10.21,44.01,42.25,1,0,1,0,Fan fault,
2024-01-04 18,18,11.25,29.73,0,10.21,43.95,42.33,1,0,1,0,Fan fault,
2024-01-04 19,18,11.98,30.36,0,10.21,43.7,42.36,0.75,0,0.75,0,Fan fault,
2024-01-05 08,18,14.75,28.75,0,10.21,44.42,30.92,1,0,1,0,Fan fault,
2024-01-05 09,18,13.49,29.19,0,10.21,43.91,38.32,1,0,1,0,Fan fault,
2024-01-05 10,18,12.86,29.17,0,10.21,43.96,40.6,1,0,1,0,Fan fault,
2024-01-05 11,18,12.58,29.18,0,10.21,43.83,41.46,1,0,1,0,Fan fault,
2024-01-05 12,18,12.41,29.19,0,10.21,43.76,41.89,1,0,1,0,Fan fault,
2024-01-05 13,18,12.53,29.4,0,10.21,43.83,42.1,1,0,1,0,Fan fault,
2024-01-05 14,18,13.11,29.12,0,10.21,43.57,42.18,1,0,1,0,Fan fault,
2024-01-05 15,18,13.38,27.65,0,10.21,43.82,42.2,1,0,1,0,Fan fault,
2024-01-05 16,18,12.87,28.82,0,10.21,44.04,42.35,1,0,1,0,Fan fault,
2024-01-05 17,18,13.16,30.49,0,10.21,43.77,42.47,1,0,1,0,Fan fault,
2024-01-05 18,18,13.26,30.4,0,10.21,43.83,42.52,1,0,1,0,Fan fault,
2024-01-05 19,18,13.38,30.4,0,10.21,43.99,42.55,1.25,0,1,0.25,Fan fault,
2024-01-06 07,18,14.4,27.51,0,10.21,42.76,42.35,2,0,1,1,Fan fault,
2024-01-06 08,18,14.4,27.11,0,10.21,42.72,41.13,1.5,0,1,0.5,Fan fault,
2024-01-06 09,18,14.37,26.65,0,10.21,43.39,41.03,1,0,1,0,Fan fault,
2024-01-06 10,18,14.3,26.39,0,10.21,43.26,41.43,1,0,1,0,Fan fault,
2024-01-06 11,18,14.3,26.34,0,10.21,43.14,41.52,1,0,1,0,Fan fault,
2024-01-06 12,18,14.34,26.89,0,10.21,43.25,41.54,1,0,1,0,Fan fault,
2024-01-06 13,18,14.39,27.96,0,10.21,43.13,41.51,1,0,1,0,Fan fault,
2024-01-06 14,18,14.63,28.89,0,10.21,43.19,41.51,1,0,1,0,Fan fault,
2024-01-06 15,18,14.69,28.79,0,10.21,43.19,41.5,1,0,1,0,Fan fault,
2024-01-06 16,18,14.64,29.1,0,10.21,43.23,41.5,1,0,1,0,Fan fault,
2024-01-06 17,18,14.59,29.21,0,10.21,43.16,41.66,1,0,1,0,Fan fault,
2024-01-06 18,18,14.57,29,0,10.21,43.14,41.73,1,0,1,0,Fan fault,
2024-01-06 19,18,14.6,29.37,0,10.21,43.12,41.71,1.4,0,1,0.4,Fan fault,
2024-01-08 08,18,13.99,27.53,0,10.21,48.54,47.7,2,0,1,1,Fan fault,
2024-01-08 09,18,12.42,28.27,0,10.21,48.63,44.56,2,0,1,1,Fan fault,
2024-01-08 10,18,11.62,29.11,0,10.21,48.84,45.38,1.41,0.2,0.5,0.71,Fan fault,
2024-01-08 11,18,11.94,29.37,0,10.21,49.84,46.53,1,0,0,1,Fan fault,
2024-01-08 12,18,11.51,29.18,0,10.21,48.24,42.77,1,0,0,1,Fan fault,
2024-01-08 13,18,10.96,29.73,0,10.21,45.98,42.8,1,0,0,1,Fan fault,
2024-01-08 14,18,10.59,29.61,0,10.21,44.92,42.76,1,0,0,1,Fan fault,
2024-01-08 15,18,11.31,28.82,0,10.21,44.23,42.81,1,0,0,1,Fan fault,
2024-01-08 16,18,10.72,29.46,0,10.21,43.73,42.77,1,0,0,1,Fan fault,
2024-01-08 17,18,11.11,30.27,0,10.21,43.2,42.77,1,0,0,1,Fan fault,
2024-01-08 18,18,11.24,29.94,0,10.21,42.95,42.87,1,0,0,1,Fan fault,
2024-01-08 19,18,11.88,29.14,0,10.21,42.9,42.82,1,0,0,1,Fan fault,
2024-01-09 07,18,14.7,25.93,0,10.21,42.7,42.67,1,1,0,0,Fan fault,
2024-01-09 08,18,13.9,26.34,0,10.21,42.69,42.72,1,1,0,0,Fan fault,
2024-01-09 09,18,12.95,26.6,0,10.21,42.78,42.75,1,1,0,0,Fan fault,
2024-01-09 10,18,12.05,27.14,0,10.21,42.8,42.86,1,1,0,0,Fan fault,
2024-01-09 11,18,11.89,27.26,0,10.21,42.85,42.73,1,1,0,0,Fan fault,
2024-01-09 12,18,11.25,27.53,0,10.21,42.81,42.76,1,1,0,0,Fan fault,
2024-01-09 13,18,11.13,27.72,0,10.21,42.89,42.84,1,1,0,0,Fan fault,
2024-01-09 14,18,10.96,27.79,0,10.21,42.88,42.7,1,1,0,0,Fan fault,
2024-01-09 15,18,11.34,27.7,0,10.21,42.9,42.96,1,1,0,0,Fan fault,
2024-01-09 16,18,11.57,27.6,0,10.21,42.92,42.84,1,1,0,0,Fan fault,
2024-01-09 17,18,11.84,27.5,0,10.21,42.9,42.74,1,1,0,0,Fan fault,
2024-01-09 18,18,12.65,26.98,0,10.21,42.88,42.74,1,1,0,0,Fan fault,
2024-01-09 19,18,12.4,27.15,0,10.21,42.82,42.62,1,1,0,0,Fan fault,
2024-01-10 07,18,13.9,26.31,0,10.21,43.02,42.76,1,0,0,1,Fan fault,
2024-01-10 08,18,12.66,26.48,0,10.21,42.95,42.86,1,0,0,1,Fan fault,
2024-01-10 09,18,11.32,27.14,0,10.21,42.95,42.89,1,0,0,1,Fan fault,
2024-01-10 10,18,11.06,27.45,0,10.21,42.91,42.45,1,0,0,1,Fan fault,
2024-01-10 11,18,10.36,27.74,0,10.21,42.23,39.69,1,0,0,1,Fan fault,
2024-01-10 12,18,10.17,27.73,0,10.21,41.24,39.74,1,0,0,1,Fan fault,
2024-01-10 13,18,10.26,27.93,0,10.21,40.58,39.75,1,0,0,1,Fan fault,
2024-01-10 14,18,10.28,27.97,0,10.21,40.18,39.86,1,0,0,1,Fan fault,
2024-01-10 15,18,10.33,28.02,0,10.21,39.97,39.69,1,0,0,1,Fan fault,
2024-01-10 16,18,10.53,28.09,0,10.21,40.18,39.77,1,0,0,1,Fan fault,
2024-01-10 17,18,10.78,28.01,0,10.21,40.45,39.76,1,0,0,1,Fan fault,
2024-01-10 18,18,10.82,27.85,0,10.21,40.2,39.8,1,0,0,1,Fan fault,
2024-01-10 19,18,10.65,27.68,0,10.21,39.94,39.73,1.17,0.17,0,1,Fan fault,
2024-01-11 07,18,13.82,25.98,0,10.21,39.98,39.13,1,0,1,0,Fan fault,
2024-01-11 08,18,12.6,26.45,0,10.21,40.82,38.94,1,0,1,0,Fan fault,
2024-01-11 09,18,11.2,27.23,0,10.21,40.84,39.05,1,0,1,0,Fan fault,
2024-01-11 10,18,10.84,27.46,0,10.21,41,39.03,1,0,1,0,Fan fault,
2024-01-11 11,18,10.74,27.56,0,10.21,41.17,38.97,1,0,1,0,Fan fault,
2024-01-11 12,18,10.65,27.7,0,10.21,40.99,38.94,1,0,1,0,Fan fault,
2024-01-11 13,18,10.54,27.77,0,10.21,41.01,38.9,1,0,1,0,Fan fault,
2024-01-11 14,18,10.71,27.68,0,10.21,41.04,38.8,1,0,1,0,Fan fault,
2024-01-11 15,18,10.95,27.61,0,10.21,40.9,38.7,1,0,1,0,Fan fault,
2024-01-11 16,18,11.19,27.49,0,10.21,40.88,38.55,1,0,1,0,Fan fault,
2024-01-11 17,18,11.34,27.4,0,10.21,40.72,38.45,1,0,1,0,Fan fault,
2024-01-11 18,18,11.57,27.31,0,10.21,40.86,38.32,1,0,1,0,Fan fault,
2024-01-11 19,18,11.36,27.48,0,10.21,38.08,38.12,1,0,0.75,0.25,Fan fault,
2024-01-12 07,18,11.15,15.28,0,10.21,40.94,35.37,1,0,0,1,Fan fault,
2024-01-12 08,18,10.35,17.13,0,10.21,41.19,37.72,1,0,0,1,Fan fault,
2024-01-12 09,18,10.07,23.17,0,10.21,41.12,38.83,1,0,0,1,Fan fault,
2024-01-12 10,18,10.24,25.3,0,10.21,41.11,39.55,1,0,0,1,Fan fault,
2024-01-12 11,18,10.33,26.66,0,10.21,40.98,39.48,1,0,0,1,Fan fault,
2024-01-12 12,18,10.42,27.33,0,10.21,40.87,39.41,1,0,0,1,Fan fault,
2024-01-12 13,18,10.53,27.54,0,10.21,40.88,39.31,1,0,0,1,Fan fault,
2024-01-12 14,18,10.41,27.66,0,10.21,40.83,39.16,1,0,0,1,Fan fault,
2024-01-12 15,18,10.58,27.66,0,10.21,40.73,38.96,1,0,0,1,Fan fault,
2024-01-12 16,18,10.7,27.7,0,10.21,40.9,39.41,1,0,0,1,Fan fault,
2024-01-12 17,18,10.84,27.72,0,10.21,40.99,39.92,1,0,0,1,Fan fault,
2024-01-12 18,18,10.84,27.74,0,10.21,40.98,39.66,1,0,0,1,Fan fault,
2024-01-12 19,18,11.1,27.58,0,10.21,38.25,39.47,1,0,0,1,Fan fault,
2024-01-13 07,18,11.02,17.89,0,10.21,23.46,25.36,1,0,0,1,Fan fault,
2024-01-13 08,18,11.5,17.03,0,10.21,22.93,24.71,1,0,0,1,Fan fault,
2024-01-13 09,18,10.74,16.57,0,10.21,25.55,24.96,1,0,0,1,Fan fault,
2024-01-13 10,18,11.01,19.03,0,10.21,41.85,32.27,1,0,0,1,Fan fault,
2024-01-13 11,18,12.24,22.45,0,10.21,39.42,34.06,1,0,0,1,Fan fault,
2024-01-13 12,18,12.69,22.64,0,10.21,37.39,34.83,1,0,0,1,Fan fault,
2024-01-13 13,18,12.85,21.77,0,10.21,35.77,35.04,1,0,0,1,Fan fault,
2024-01-13 14,18,12.93,20.82,0,10.21,34.38,34.92,1,0,0,1,Fan fault,
2024-01-13 15,18,12.87,19.81,0,10.21,33.11,34.55,1,0,0,1,Fan fault,
2024-01-13 16,18,12.65,18.88,0,10.21,32.01,33.83,1,0,0,1,Fan fault,
2024-01-13 17,18,12.42,18.03,0,10.21,30.95,32.9,1,0,0,1,Fan fault,
2024-01-13 18,18,12.1,17.22,0,10.21,29.96,31.9,1,0,0,1,Fan fault,
2024-01-13 19,18,11.69,16.54,0,10.21,29.06,30.91,1,0,0,1,Fan fault,
2024-01-14 07,18,11.97,13.59,0,10.21,21.33,22.72,1,0,0,1,Fan fault,
2024-01-14 08,18,10.87,13.73,0,10.21,20.91,22.25,1,0,0,1,Fan fault,
2024-01-14 09,18,10.42,13.94,0,10.21,20.48,21.78,1,0,0,1,Fan fault,
2024-01-14 10,18,10.97,16.97,0,10.21,20.14,21.35,1,0,0,1,Fan fault,
2024-01-14 11,18,11.85,21.04,0,10.21,19.82,20.92,1,0,0,1,Fan fault,
2024-01-14 12,18,12.25,22.57,0,10.21,19.85,20.55,1,0,0,1,Fan fault,
2024-01-14 13,18,12.62,23.15,0,10.21,19.84,20.28,1,0,0,1,Fan fault,
2024-01-14 14,18,12.74,23.11,0,10.21,19.78,20.12,1,0,0,1,Fan fault,
2024-01-14 15,18,12.76,22.79,0,10.21,19.91,19.97,1,0,0,1,Fan fault,
2024-01-14 16,18,12.75,22.38,0,10.21,19.9,19.87,1,0,0,1,Fan fault,
2024-01-14 17,18,12.73,21.88,0,10.21,19.73,19.78,1,0,0,1,Fan fault,
2024-01-14 18,18,12.65,21.33,0,10.21,19.76,19.69,1,0,0,1,Fan fault,
2024-01-14 19,18,12.6,20.71,0,10.21,19.72,19.61,1,0,0,1,Fan fault,
2024-01-15 07,18,11.98,25.73,0,10.21,43.48,42.17,1.5,0,0.5,1,Fan fault,
2024-01-15 08,18,11.73,25.92,0,10.21,44.63,44.33,1.6,0,0.6,1,Fan fault,
2024-01-15 09,18,11.42,26.26,0,10.21,46.79,44.39,2,0,1,1,Fan fault,
2024-01-15 10,18,10.44,27.08,0,10.21,47,44.75,2,0,1,1,Fan fault,
2024-01-15 11,18,9.37,27.34,0,10.21,46.23,44.85,1.75,0,0.75,1,Fan fault,
2024-01-15 12,18,8.73,24.62,0,10.21,40.72,43.86,1,0,0,1,Fan fault,
2024-01-15 13,18,9.43,24.48,0,10.21,42.66,42.6,1.25,0,0.25,1,Fan fault,
2024-01-15 14,18,10.37,26.16,0,10.21,44.97,42.83,2,0,1,1,Fan fault,
2024-01-15 15,18,10.63,25.27,0,10.21,44.74,43.48,2,0,1,1,Fan fault,
2024-01-15 16,18,10.14,24.37,0,10.21,44.73,43.2,2,0,1,1,Fan fault,
2024-01-15 17,18,9.86,26.7,0,10.21,42.81,43.07,1.5,0,0.5,1,Fan fault,
2024-01-15 18,18,10.26,27.7,0,10.21,41.08,42.32,1,0,0,1,Fan fault,
2024-01-15 19,18,10.97,27.66,0,10.21,38.01,41.5,1,0,0,1,Fan fault,
2024-01-16 07,18,10.46,15.28,0,10.21,38.77,32.92,1,0,0,1,Fan fault,
2024-01-16 08,18,9.7,19.18,0,10.21,41.14,37.53,1,0,0,1,Fan fault,
2024-01-16 09,18,10.05,23.37,0,10.21,41.24,38,1,0,0,1,Fan fault,
2024-01-16 10,18,10.47,25.38,0,10.21,41.28,38.25,1,0,0,1,Fan fault,
2024-01-16 11,18,10.39,26.84,0,10.21,41.24,38.4,1,0,0,1,Fan fault,
2024-01-16 12,18,9.57,26.72,0,10.21,41.17,38.94,1,0,0,1,Fan fault,
